tipnames,sequence_accession,sequence_isolate,nuts0_name,nuts0_id,nuts1_name,nuts1_id,nuts2_name,nuts2_id,nuts3_name,nuts3_id,date_ymd,date_dec,date_ym,date_y,host_class,host_order,host_family,host_sciname,host_commonname,organization,collection_location,tissue_specimen_source,biosample,bioproject,date_format,geocode_coords,location_precision,sequence_start,sequence_end,sequence_length,generegion_NS5_8968_9264,generegion_NS5_9100_9600,generegion_NS5_10042_10312,generegion_env_1003_1491,generegion_nflg,lineage,sublineage,drop_fli
KY084483|NA|strix_nebulosa|DE|2016,KY084483,NA,Deutschland,DE,Sachsen-Anhalt,DEE,Sachsen-Anhalt,DEE0,"Halle (Saale), Kreisfreie Stadt",DEE02,NA,NA,NA,2016,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: halle (saale),NA,NA,NA,yyyy,"c(11.9662371, 51.4953567)",exact,658,1607,949,0,0,0,1,0,NA,NA,FALSE
KY084484|NA|turdus_merula|DE|2016,KY084484,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,668,1609,941,0,0,0,1,0,NA,NA,FALSE
KY084485|NA|turdus_merula|DE|2016,KY084485,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,668,1609,941,0,0,0,1,0,NA,NA,FALSE
KY084486|NA|turdus_merula|DE|2016,KY084486,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,663,1609,946,0,0,0,1,0,NA,NA,FALSE
KY084487|NA|turdus_merula|DE|2016,KY084487,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1606,948,0,0,0,1,0,NA,NA,FALSE
KY084488|NA|turdus_merula|DE|2016,KY084488,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1615,957,0,0,0,1,0,NA,NA,FALSE
KY084489|NA|turdus_merula|DE|2016,KY084489,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1607,949,0,0,0,1,0,NA,NA,FALSE
KY084490|NA|turdus_merula|DE|2016,KY084490,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1607,949,0,0,0,1,0,NA,NA,FALSE
KY084491|NA|turdus_merula|DE|2016,KY084491,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1601,943,0,0,0,1,0,NA,NA,FALSE
KY084492|NA|turdus_merula|DE|2016,KY084492,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1607,949,0,0,0,1,0,NA,NA,FALSE
KY084493|NA|turdus_merula|DE|2016,KY084493,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,668,1609,941,0,0,0,1,0,NA,NA,FALSE
KY084494|NA|turdus_merula|DE|2016,KY084494,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,714,1610,896,0,0,0,1,0,NA,NA,FALSE
KY084495|NA|turdus_merula|DE|2016,KY084495,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1601,943,0,0,0,1,0,NA,NA,FALSE
KY084496|NA|turdus_merula|DE|2016,KY084496,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,658,1601,943,0,0,0,1,0,NA,NA,FALSE
KY084497|NA|culex_sp|DE|2016,KY084497,NA,Deutschland,DE,Sachsen-Anhalt,DEE,Sachsen-Anhalt,DEE0,Burgenlandkreis,DEE08,NA,NA,NA,2016,insecta,diptera,culicidae,culex sp.,culex sp.,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: zeitz,NA,NA,NA,yyyy,"c(12.1402795, 51.0443266)",exact,670,1610,940,0,0,0,1,0,NA,NA,FALSE
KY084498|NA|turdus_merula|DE|2016,KY084498,NA,Deutschland,DE,Sachsen,DED,Dresden,DED2,"Dresden, Kreisfreie Stadt",DED21,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: dresden,NA,NA,NA,yyyy,"c(13.7372621, 51.0504088)",exact,663,1600,937,0,0,0,1,0,NA,NA,FALSE
KY199556|NA|strix_nebulosa|DE|2016,KY199556,NA,Deutschland,DE,Sachsen-Anhalt,DEE,Sachsen-Anhalt,DEE0,"Halle (Saale), Kreisfreie Stadt",DEE02,NA,NA,NA,2016,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: halle (saale),NA,NA,NA,yyyy,"c(11.9662371, 51.4953567)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY199557|NA|turdus_merula|DE|2016,KY199557,NA,Deutschland,DE,Sachsen,DED,Leipzig,DED5,"Leipzig, Kreisfreie Stadt",DED51,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: leipzig,NA,NA,NA,yyyy,"c(12.3730747, 51.3396955)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KY199558|NA|turdus_merula|DE|2016,KY199558,NA,Deutschland,DE,Sachsen,DED,Dresden,DED2,"Dresden, Kreisfreie Stadt",DED21,NA,NA,NA,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Institute of Virology, University of Leipzig-Faculty of Veterinary Medicine",germany: dresden,NA,NA,NA,yyyy,"c(13.7372621, 51.0504088)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KU664610|21-Nov|strix_nebulosa|DE|2011,KU664610,21-Nov,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,"Heidelberg, Stadtkreis",DE125,NA,NA,NA,2011,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",heidelberg,NA,NA,NA,yyyy,"c(8.6724335, 49.3987524)",exact,7717,9103,1386,1,0,0,0,0,NA,NA,FALSE
KU664611|22-Nov|strix_nebulosa|DE|2011,KU664611,22-Nov,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,"Heidelberg, Stadtkreis",DE125,NA,NA,NA,2011,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",heidelberg,NA,NA,NA,yyyy,"c(8.6724335, 49.3987524)",exact,7717,9103,1386,1,0,0,0,0,NA,NA,FALSE
KU664612|24-Nov|strix_nebulosa|DE|2011,KU664612,24-Nov,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,"Mannheim, Stadtkreis",DE126,NA,NA,NA,2011,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",mannheim,NA,NA,NA,yyyy,"c(8.4660395, 49.4874592)",exact,7688,9537,1849,1,1,0,0,0,NA,NA,FALSE
KU664613|25-Nov|strix_nebulosa|DE|2011,KU664613,25-Nov,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,Rhein-Neckar-Kreis,DE128,NA,NA,NA,2011,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",plankstadt,NA,NA,NA,yyyy,"c(8.5889166, 49.3943162)",exact,7721,9499,1778,1,0,0,0,0,NA,NA,FALSE
KU664614|26-Nov|strix_nebulosa|DE|2011,KU664614,26-Nov,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,Rhein-Neckar-Kreis,DE128,NA,NA,NA,2011,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",plankstadt,NA,NA,NA,yyyy,"c(8.5889166, 49.3943162)",exact,7720,9499,1779,1,0,0,0,0,NA,NA,FALSE
KU664615|27-Nov|strix_nebulosa|DE|2011,KU664615,27-Nov,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,"Mannheim, Stadtkreis",DE126,NA,NA,NA,2011,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",mannheim,NA,NA,NA,yyyy,"c(8.4660395, 49.4874592)",exact,7684,8971,1287,0,0,0,0,0,NA,NA,FALSE
KX257049|NA|turdus_merula|IT|2010,KX257049,NA,Italia,IT,Centro (IT),ITI,Marche,ITI3,Ancona,ITI32,NA,NA,NA,2010,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",senigallia,NA,NA,NA,yyyy,"c(13.2152224, 43.7197926)",exact,9126,9567,441,0,1,0,0,0,NA,NA,FALSE
KX257050|NA|turdus_merula|IT|2010,KX257050,NA,Italia,IT,Centro (IT),ITI,Marche,ITI3,Ancona,ITI32,NA,NA,NA,2010,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",senigallia,NA,NA,NA,yyyy,"c(13.2152224, 43.7197926)",exact,9126,9567,441,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
KX257051|NA|turdus_merula|IT|2010,KX257051,NA,Italia,IT,Centro (IT),ITI,Marche,ITI3,Ancona,ITI32,NA,NA,NA,2010,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",osimo,NA,NA,NA,yyyy,"c(13.4823472, 43.4859546)",exact,9126,9567,441,0,1,0,0,0,NA,NA,FALSE
KX257052|NA|turdus_merula|IT|2010,KX257052,NA,Italia,IT,Centro (IT),ITI,Marche,ITI3,Ancona,ITI32,NA,NA,NA,2010,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",osimo,NA,NA,NA,yyyy,"c(13.4823472, 43.4859546)",exact,9126,9567,441,0,1,0,0,0,Europe 2,Europe 2-A,FALSE
KX257053|NA|turdus_merula|IT|2015,KX257053,NA,Italia,IT,Nord-Ovest,ITC,Piemonte,ITC1,Verbano-Cusio-Ossola,ITC14,NA,NA,NA,2015,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",verbania,NA,NA,NA,yyyy,"c(8.5553058, 45.9282422)",exact,9126,9567,441,0,1,0,0,0,NA,NA,FALSE
KM871201|ITA055|culex_modestus|IT|2011,KM871201,ITA055,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,NA,NA,NA,2011,insecta,diptera,culicidae,culex modestus,culex modestus,"Institute of Health Carlos III, National Center of Microbiology","erbè, verona",NA,NA,NA,yyyy,"c(10.9683848, 45.2404939)",exact,8962,10023,1061,1,1,0,0,0,NA,NA,FALSE
KJ859682|BAT1USUTU-BNI|pipistrellus_pipistrellus|DE|2013,KJ859682,BAT1USUTU-BNI,Deutschland,DE,Rheinland-Pfalz,DEB,Rheinhessen-Pfalz,DEB3,"Ludwigshafen am Rhein, Kreisfreie Stadt",DEB34,NA,NA,NA,2013,mammalia,chiroptera,vespertilionidae,pipistrellus pipistrellus,common pipistrelle,"Bernhard Nocht Institute for Tropical Medicine, Arbovirology",ludwigshafen am rhein,brain,NA,NA,yyyy,"c(8.4447451, 49.4774018)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KJ859683|BAT2USUTU-BNI|pipistrellus_pipistrellus|DE|2013,KJ859683,BAT2USUTU-BNI,Deutschland,DE,Rheinland-Pfalz,DEB,Rheinhessen-Pfalz,DEB3,Rhein-Pfalz-Kreis,DEB3I,NA,NA,NA,2013,mammalia,chiroptera,vespertilionidae,pipistrellus pipistrellus,common pipistrelle,"Bernhard Nocht Institute for Tropical Medicine, Arbovirology",waldsee,brain,NA,NA,yyyy,"c(8.4393356, 49.3951544)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KF055439|NA|turdus_merula|IT|2010,KF055439,NA,Italia,IT,Nord-Ovest,ITC,Lombardia,ITC4,Como,ITC42,NA,NA,NA,2010,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",grandate,NA,NA,NA,yyyy,"c(9.0574698, 45.7753235)",exact,1,2977,2976,0,0,0,1,0,NA,NA,FALSE
KF055443|NA|culex_pipiens|IT|2012,KF055443,NA,Italia,IT,Nord-Est,ITH,Emilia-Romagna,ITH5,Modena,ITH54,NA,NA,NA,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",nonantola,NA,NA,NA,yyyy,"c(11.0411597, 44.6788747)",exact,1,2977,2976,0,0,0,1,0,NA,NA,FALSE
KF055444|NA|culex_pipiens|IT|2012,KF055444,NA,Italia,IT,Centro (IT),ITI,Lazio,ITI4,Roma,ITI43,NA,NA,NA,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",san cesario,NA,NA,NA,yyyy,"c(12.7990457, 41.8224622)",exact,1,2977,2976,0,0,0,1,0,NA,NA,FALSE
KF055446|NA|culex_pipiens|IT|2012,KF055446,NA,Italia,IT,Nord-Ovest,ITC,Lombardia,ITC4,Brescia,ITC47,NA,NA,NA,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Viral Zoonoses, Emerging and Vector-Borne Infections Group",pozzolengo,NA,NA,NA,yyyy,"c(10.6294277, 45.4035444)",exact,1,2977,2976,0,0,0,1,0,NA,NA,FALSE
KC754954|ArD19848|culex_perfuscus|SN|1974,KC754954,ArD19848,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,insecta,diptera,culicidae,culex perfuscus,culex perfuscus,"Institut Pasteur de Dakar, Unit of Arboviruses and Haemorrhagic Fever Viruses",kedougou,NA,NA,NA,yyyy,"c(-12.1747077, 12.5604607)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KC754956|ArD101291|culex_univittatus|SN|1993,KC754956,ArD101291,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,insecta,diptera,culicidae,culex univittatus,culex univittatus,"Institut Pasteur de Dakar, Unit of Arboviruses and Haemorrhagic Fever Viruses",barkedji,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
KC754957|ArD192495|culex_neavei|SN|2007,KC754957,ArD192495,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,insecta,diptera,culicidae,culex neavei,culex neavei,"Institut Pasteur de Dakar, Unit of Arboviruses and Haemorrhagic Fever Viruses",barkedji,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
JF266698|NA|turdus_merula|IT|2009,JF266698,NA,Italia,IT,Centro (IT),ITI,Lazio,ITI4,Roma,ITI43,NA,NA,NA,2009,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,Istituto G. Caporale,north east italy,NA,NA,NA,yyyy,"c(12.56738, 41.87194)",exact,1,10313,10312,1,1,1,1,1,Europe 2,Europe 2-A,FALSE
HQ833022|HU10279_09|culex_perexiguus|ES|2009,HQ833022,HU10279_09,España,ES,Sur,ES6,Andalucía,ES61,Sevilla,ES618,NA,NA,NA,2009,insecta,diptera,culicidae,culex perexiguus,culex perexiguus,"Instituto de Salud Carlos III, Centro Nacional Microbiologia",guadalquivir marshes,NA,NA,NA,yyyy,"c(-6.3708333, 37.0666667)",exact,8283,9956,1673,1,1,0,0,0,NA,NA,FALSE
EF078295|USU450-03|parus_major|AT|2003,EF078295,USU450-03,Österreich,AT,Ostösterreich,AT1,Niederösterreich,AT12,Wiener Umland/Nordteil,AT126,NA,NA,NA,2003,Aves,passeriformes,paridae,parus major,great tit,"University of Veterinary Medicine, Vienna, Zoonoses and Emerging Infectious Group, Clinical Virology, Department of Diagnostic Imaging, Infectious Diseases and Clinical Pathology",austria: strasshof,NA,NA,NA,yyyy,"c(16.6361849, 48.3162908)",exact,1065,2406,1341,0,0,0,1,0,NA,NA,FALSE
EF078296|USU499-03|sitta_europaea|AT|2003,EF078296,USU499-03,Österreich,AT,Ostösterreich,AT1,Niederösterreich,AT12,Niederösterreich-Süd,AT122,NA,NA,NA,2003,Aves,passeriformes,sittidae,sitta europaea,eurasian nuthatch,"University of Veterinary Medicine, Vienna, Zoonoses and Emerging Infectious Group, Clinical Virology, Department of Diagnostic Imaging, Infectious Diseases and Clinical Pathology",austria: neunkirchen,NA,NA,NA,yyyy,"c(16.08121, 47.72607)",exact,1065,2406,1341,0,0,0,1,0,NA,NA,FALSE
EF078297|USU502-03|turdus_merula|AT|2003,EF078297,USU502-03,Österreich,AT,Ostösterreich,AT1,Burgenland,AT11,Südburgenland,AT113,NA,NA,NA,2003,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine, Vienna, Zoonoses and Emerging Infectious Group, Clinical Virology, Department of Diagnostic Imaging, Infectious Diseases and Clinical Pathology",austria: stegersbach,NA,NA,NA,yyyy,"c(16.1665199, 47.1601647)",exact,1065,2406,1341,0,0,0,1,0,NA,NA,FALSE
EF078298|USU338-04|turdus_merula|AT|2004,EF078298,USU338-04,Österreich,AT,Ostösterreich,AT1,Niederösterreich,AT12,Wiener Umland/Nordteil,AT126,NA,NA,NA,2004,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine, Vienna, Zoonoses and Emerging Infectious Group, Clinical Virology, Department of Diagnostic Imaging, Infectious Diseases and Clinical Pathology",austria: klosterneuburg,NA,NA,NA,yyyy,"c(16.323772, 48.3098656)",exact,1065,2406,1341,0,0,0,1,0,NA,NA,FALSE
EF078300|USU623-04|turdus_merula|AT|2004,EF078300,USU623-04,Österreich,AT,Ostösterreich,AT1,Niederösterreich,AT12,Mostviertel-Eisenwurzen,AT121,NA,NA,NA,2004,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine, Vienna, Zoonoses and Emerging Infectious Group, Clinical Virology, Department of Diagnostic Imaging, Infectious Diseases and Clinical Pathology",austria: biberbach,NA,NA,NA,yyyy,"c(14.7108083, 48.0296979)",exact,1065,2406,1341,0,0,0,1,0,NA,NA,FALSE
PQ039615|CB-2|turdus_merula|PL|2023-10,PQ039615,CB-2,Polska,PL,Makroregion wschodni,PL8,Lubelskie,PL81,Puławski,PL815,NA,NA,2023-10,2023,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"National Veterinary Research Institute, Department of Poultry Diseases","poland: pulawy, lublin voivodeship",brain,NA,NA,yyyy-mm,"c(21.969309, 51.4164431)",exact,9100,9593,493,1,1,0,0,0,Africa 3,NA,FALSE
PQ039616|CB-1|turdus_merula|PL|2023-10,PQ039616,CB-1,Polska,PL,Makroregion wschodni,PL8,Lubelskie,PL81,Puławski,PL815,NA,NA,2023-10,2023,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"National Veterinary Research Institute, Department of Poultry Diseases","poland: pulawy, lublin voivodeship",brain,NA,NA,yyyy-mm,"c(21.969309, 51.4164431)",exact,9100,9593,493,1,1,0,0,0,Africa 3,NA,FALSE
PQ039620|HC-3|corvus_cornix|PL|2023-10,PQ039620,HC-3,Polska,PL,Makroregion województwo mazowieckie,PL9,Warszawski stołeczny,PL91,Miasto Warszawa,PL911,NA,NA,2023-10,2023,Aves,passeriformes,corvidae,corvus cornix,hooded crow,"National Veterinary Research Institute, Department of Poultry Diseases","poland: warsaw, masovian voivodeship",brain,NA,NA,yyyy-mm,"c(21.0122287, 52.2296756)",exact,9100,9593,493,1,1,0,0,0,Africa 3,NA,FALSE
PQ039621|1192|regulus_regulus|PL|2023-10,PQ039621,119.2,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,NA,NA,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",NA,NA,NA,yyyy-mm,"c(16.2007745, 53.0997614)",exact,9100,9593,493,1,1,0,0,0,Africa 2,NA,FALSE
PQ039627|1191|regulus_regulus|PL|2023-10,PQ039627,119.1,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,NA,NA,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",NA,NA,NA,yyyy-mm,"c(16.2007745, 53.0997614)",exact,9100,9593,493,1,1,0,0,0,Africa 2,NA,FALSE
PQ039641|BHG-s1|anser_indicus|PL|2023-10,PQ039641,BHG-s1,Polska,PL,Makroregion województwo mazowieckie,PL9,Warszawski stołeczny,PL91,Miasto Warszawa,PL911,NA,NA,2023-10,2023,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,"National Veterinary Research Institute, Department of Poultry Diseases","poland: warsaw, masovian voivodeship",brain,NA,NA,yyyy-mm,"c(21.0122287, 52.2296756)",exact,9100,9569,469,1,1,0,0,0,Africa 2,NA,FALSE
PQ039642|BHG-s3|anser_indicus|PL|2023-10,PQ039642,BHG-s3,Polska,PL,Makroregion województwo mazowieckie,PL9,Warszawski stołeczny,PL91,Miasto Warszawa,PL911,NA,NA,2023-10,2023,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,"National Veterinary Research Institute, Department of Poultry Diseases","poland: warsaw, masovian voivodeship",brain,NA,NA,yyyy-mm,"c(21.0122287, 52.2296756)",exact,9137,9507,370,0,1,0,0,0,Africa 2,NA,FALSE
OQ414983|TV193/2019|culex_pipiens|RO|2019-07,OQ414983,TV193/2019,România,RO,Macroregiunea Trei,RO3,Bucureşti-Ilfov,RO32,Ilfov,RO322,NA,NA,2019-07,2019,insecta,diptera,culicidae,culex pipiens,culex pipiens,"National Military Medical Institute for Research and Development, Molecular Epidemiology for Communicable Diseases Laboratory",bucure_ti-ilfov,pooled insects,NA,NA,yyyy-mm,"c(26.2324886, 44.535548)",exact,497,10313,9816,1,1,1,1,1,NA,NA,FALSE
OU674388|NA|NA|LU|2020-09,OU674388,NA,Luxembourg,LU,Luxembourg,LU0,Luxembourg,LU00,Luxembourg,LU000,NA,NA,2020-09,2020,NA,NA,NA,NA,terdus merula,"Luxembourg Institute of Health, Department of Infection and Immunity, Infectious Diseases Research Unit, 29 rue Henri Koch L-4354 Esch-sur-Alzette",luxembourg city,NA,NA,PRJEB47565,yyyy-mm,"c(6.1319346, 49.611621)",exact,1,10313,10312,1,1,1,1,1,Africa 3,Africa 3.1,FALSE
MT241508|UG09615|culex_univittatus|UG|2012-02,MT241508,UG09615,Uganda,UG,NA,NA,NA,NA,NA,NA,NA,NA,2012-02,2012,insecta,diptera,culicidae,culex univittatus,culex univittatus,"Centers for Disease Control and Prevention, Division of Vector-borne Diseases",uganda: jinja,NA,NA,NA,yyyy-mm,"c(33.2026122, 0.4478566)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MN912555|NA|culex_modestus|SK|2019-08,MN912555,NA,Slovensko,SK,Slovensko,SK0,Bratislavský kraj,SK01,Bratislavský kraj,SK010,NA,NA,2019-08,2019,insecta,diptera,culicidae,culex modestus,culex modestus,"the Institute of Virology, Biomedical Research Center SAS",vysoka pri morave,NA,NA,NA,yyyy-mm,"c(16.9121254, 48.3299361)",exact,9096,9598,502,1,1,0,0,0,NA,NA,FALSE
