tipnames	nuts0_id	nuts1_id	nuts2_id	nuts3_id	lat	long
NA|23VIR9292|turdus_merula|IT|2023-10-01	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
ON032474|ITA2020_115108|culex_pipiens|IT|2020	IT	ITH	ITH5	ITH53	44.7030966	10.6346153
ON032475|ITA2020_123828|muscicapa_striata|IT|2020	IT	ITH	ITH5	ITH56	44.83925	11.6175537
ON032479|ITA2010_12543|turdus_merula|IT|2010	IT	ITI	ITI3	ITI31	43.6130118	12.7135121
KU573072|221034-3/2013|culex_pipiens|IT|2013	IT	ITH	ITH5	ITH57	44.418441	12.2034957
ON032477|ITA2018_17495|turdus_merula|IT|2018-08-17	IT	ITH	ITH5	ITH55	44.494887	11.3426163
ON032480|ITA2021_305818|turdus_merula|IT|2021-09-30	IT	ITH	ITH5	ITH55	44.494887	11.3426163
ON032482|ITA2021_304421|larus_michahellis|IT|2021-09-08	IT	ITH	ITH5	ITH59	44.0565776	12.5713325
ON032483|ITA2021_301597|turdus_merula|IT|2021-08-19	IT	ITH	ITH5	ITH55	44.494887	11.3426163
ON032484|ITA2021_305812|columba_palumbus|IT|2021-09-10	IT	ITH	ITH5	ITH56	44.83925	11.6175537
MW164635|11pool1805|culex_pipiens|IT|2011-08-09	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164636|11pool1941|culex_pipiens|IT|2011-08-16	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164639|11pool2135|culex_pipiens|IT|2011-08-30	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164640|11pool2444|culex_pipiens|IT|2011-09-21	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164641|12pool1898|culex_pipiens|IT|2012-07-24	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164642|12pool1948|culex_pipiens|IT|2012-07-24	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164648|12pool2316|culex_pipiens|IT|2012-08-22	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164652|12pool2628|culex_pipiens|IT|2012-09-05	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164654|12VIR6777-9|turdus_pilaris|IT|2012-09-05	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164658|13pool5009|culex_pipiens|IT|2013-07-31	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164661|13pool5687|culex_pipiens|IT|2013-08-08	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164662|13pool5744|culex_pipiens|IT|2013-08-13	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164663|13pool5778|culex_pipiens|IT|2013-08-13	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164670|13pool6472|culex_pipiens|IT|2013-09-05	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164671|14pool1366|culex_pipiens|IT|2014-08-20	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164672|14pool1388|culex_pipiens|IT|2014-08-22	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164673|14pool1394|culex_pipiens|IT|2014-08-26	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164676|14pool1478|culex_pipiens|IT|2014-09-02	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164678|14pool1494|culex_pipiens|IT|2014-09-02	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164679|14pool1511|culex_pipiens|IT|2014-09-03	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164681|14pool1703|culex_pipiens|IT|2014-09-23	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164682|14pool857|culex_pipiens|IT|2014-07-22	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164683|14pool895|culex_pipiens|IT|2014-07-22	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164684|14VIR5467-8|NA|IT|2014-09-02	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164685|15pool1187|culex_pipiens|IT|2015-07-22	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164686|15pool1335|culex_pipiens|IT|2015-08-03	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164687|15pool1419|culex_pipiens|IT|2015-08-05	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164688|15pool1426|culex_pipiens|IT|2015-08-06	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164690|15pool1564|culex_pipiens|IT|2015-08-17	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164691|15pool1751|culex_pipiens|IT|2015-09-02	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164693|15pool1939|culex_pipiens|IT|2015-09-21	IT	ITH	ITH4	ITH42	46.0652851	13.2373414
MW164694|15VIR4781-31|turdus_iliacus|IT|2015-09-15	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164697|16pool1634|culex_pipiens|IT|2016-07-20	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164699|16pool1839|culex_pipiens|IT|2016-08-01	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164701|16pool2021|culex_pipiens|IT|2016-08-08	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164703|16pool2117|culex_pipiens|IT|2016-08-16	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164704|16pool2311|culex_pipiens|IT|2016-08-24	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164706|16pool2355|culex_pipiens|IT|2016-08-29	IT	ITH	ITH4	ITH42	46.0652851	13.2373414
MW164707|16pool2571|culex_pipiens|IT|2016-09-14	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164708|17pool103G|culex_pipiens|IT|2017-08-30	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164709|17pool1191|culex_pipiens|IT|2017-07-17	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164710|17pool1250|culex_pipiens|IT|2017-07-19	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164712|17pool1309|culex_pipiens|IT|2017-07-24	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164714|17pool1493|culex_pipiens|IT|2017-08-02	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164716|17pool1544|culex_pipiens|IT|2017-08-07	IT	ITH	ITH4	ITH41	45.9626508	12.6551504
MW164717|17pool1609|culex_pipiens|IT|2017-08-16	IT	ITH	ITH4	ITH42	46.0652851	13.2373414
MW164722|17pool1671|culex_pipiens|IT|2017-08-16	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164723|17pool1688|culex_pipiens|IT|2017-08-16	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164724|17pool1709|culex_pipiens|IT|2017-08-17	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164725|17pool1729|culex_pipiens|IT|2017-08-21	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164726|17pool1923|culex_pipiens|IT|2017-09-11	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164727|17VIR7761-4|sturnus_vulgaris|IT|2017-09-01	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164732|18pool108G|culex_pipiens|IT|2018-09-06	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164733|18pool1124|culex_pipiens|IT|2018-07-12	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164734|18pool1141|culex_pipiens|IT|2018-07-17	IT	ITH	ITH4	ITH41	45.9626508	12.6551504
MW164737|18pool1229|culex_pipiens|IT|2018-07-19	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164738|18pool1258|culex_pipiens|IT|2018-07-19	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164744|18pool1347|culex_pipiens|IT|2018-07-24	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164745|18pool1398|culex_pipiens|IT|2018-07-26	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164748|18pool1442|culex_pipiens|IT|2018-07-31	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164750|18pool1509|culex_pipiens|IT|2018-07-31	IT	ITH	ITH3	ITH35	45.60318	12.55874
MW164753|18pool1523|culex_pipiens|IT|2018-08-02	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164755|18pool1575|culex_pipiens|IT|2018-08-07	IT	ITH	ITH3	ITH37	45.0748447	11.7850885
MW164756|18pool1610|culex_pipiens|IT|2018-08-09	IT	ITH	ITH3	ITH36	45.4105029	11.8782071
MW164758|18pool1617|culex_pipiens|IT|2018-08-09	IT	ITH	ITH3	ITH31	45.4383659	10.9917136
MW164760|18pool1660|culex_pipiens|IT|2018-08-14	IT	ITH	ITH4	ITH42	46.0652851	13.2373414
MW164761|18pool1662|culex_pipiens|IT|2018-08-14	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
MW164767|18pool2042|culex_pipiens|IT|2018-09-13	IT	ITH	ITH3	ITH32	45.5461815	11.5413779
MW164771|18VIR7859-4|turdus_merula|IT|2018-09-07	IT	ITH	ITH3	ITH34	45.6669338	12.2430608
